"","Team","Date","","Opponent","Result","Cmp","Att","Pct","Yds","TD","Att","Yds","Avg","TD","Plays","Yds","Avg","Pass","Rush","Pen","Tot","No.","Yds","Fum","Int","Tot"
"2","oregon-state","2001-09-02","@","Fresno State","L (24-44)",21,36,58.3,296,2,30,27,0.9,1,66,323,4.9,9,5,2,16,19,129,0,1,1
"3","oregon-state","2001-09-08","@","New Mexico State","W (27-22)",16,27,59.3,207,0,46,217,4.7,3,73,424,5.8,11,14,1,26,11,135,0,1,1
"4","oregon-state","2001-09-29","","UCLA","L (7-38)",11,35,31.4,106,0,28,114,4.1,1,63,220,3.5,4,5,3,12,3,20,2,1,3
"5","oregon-state","2001-10-06","@","Washington State","L (27-34)",22,41,53.7,276,1,23,24,1,0,64,300,4.7,11,1,1,13,10,98,3,3,6
"6","oregon-state","2001-10-13","","Arizona","W (38-3)",17,34,50,220,2,49,195,4,2,83,415,5,11,9,4,24,11,86,0,2,2
"7","oregon-state","2001-10-20","@","Arizona State","L (24-41)",23,39,59,238,2,32,79,2.5,1,71,317,4.5,8,6,1,15,8,40,1,0,1
"8","oregon-state","2001-10-27","","California","W (19-10)",16,29,55.2,251,1,32,113,3.5,0,61,364,6,10,2,5,17,10,83,1,1,2
"9","oregon-state","2001-11-03","@","Southern California","L (13-16)",20,33,60.6,203,1,42,181,4.3,0,75,384,5.1,9,11,0,20,5,45,2,1,3
"10","oregon-state","2001-11-10","","Washington","W (49-24)",18,28,64.3,317,2,57,180,3.2,5,85,497,5.8,13,13,4,30,7,75,3,0,3
"11","oregon-state","2001-11-17","","Northern Arizona","W (45-10)",15,25,60,353,3,40,168,4.2,2,65,521,8,12,10,0,22,5,46,3,2,5
"12","oregon-state","2001-12-01","@","Oregon","L (14-17)",20,39,51.3,252,1,38,107,2.8,0,77,359,4.7,13,6,0,19,3,25,0,1,1
